source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
gulf-times,http://www.gulf-times.com/site/topics/article.asp?cu_no=2&item_no=395883&version=1&template_id=39&parent_id=21,2672,10/31/2010 11:00:00 PM,,"Mirteto, Tuscany","Three people were killed in landslides following two days of heavy rain and high winds in Italy, which caused flooding and disrupted transport, press reports said yesterday.  The bodies of Nera Ricci, 39, and her two-year-old son Mattia Guadagnucci were recovered yesterday from beneath 1m of mud after a landslide struck their home near Massa, in northern Tuscany.  The father, Antonio Guadagnucci, 48, who was in another room at the time, escaped with slight injuries.  Also near Massa, the body of Alfredo Mandrefi, 48, was found buried by a landslide at Mirteto.","Mirteto, Tuscany",1km,mudslide,downpour,medium,unknown,1,,,,,glc,2672,Italy,IT,Tuscany,64783,Massa,3.41128,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,10.127,44.0513
smh,http://www.smh.com.au/news/world/flooding-wreaks-havoc/2008/05/31/1211654373303.html,559,05/30/2008 12:00:00 AM,,"Villar Pellice, Piedmont ","1 man washed away by mudslide, slides occurred all over two regions","Villar Pellice, Piedmont ",10km,mudslide,downpour,medium,unknown,1,,,,,glc,559,Italy,IT,Piedmont,809,Villar Pellice,0.16714,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,7.1526,44.8098
news.sky,http://news.sky.com/story/894114/deadly-floods-tear-through-italian-riviera,4030,10/26/2011 12:00:00 AM,,"Borghetto di Vara, La Spezia, ","The huge downpour had triggered off landslides along some of Italy's most picturesque coastline, including the Cinque Terre which is a popular destination for British holidaymakers. Fire crews and civil protection teams worked their way through the flood-ravaged towns of Vernazza and Monterosso where cars were washed into the sea and roads turned into rivers. Distraught mayor Angelo Betta said: ''Monterosso does not exist any more. ""We have lost electricty, gas, telephone lines and we have people missing. Everything is flooded. We need help quickly. It is just a sea of mud everywhere.''Elsewhere dramatic TV footage from along the coast showed traditional wooden boats reduced to matchsticks as they were thrown by the force of the waves onto the rugged rocks along the shore.Elsewhere dramatic TV footage from along the coast showed traditional wooden boats reduced to matchsticks as they were thrown by the force of the waves onto the rugged rocks along the shore. Officials said that withi","Borghetto di Vara, La Spezia, ",5km,landslide,downpour,large,unknown,0,,,,,glc,4030,Italy,IT,Liguria,611,Borghetto di Vara,0.13468,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,9.7197,44.2231
www.khl.com,http://www.khl.com/magazines/international-cranes-and-specialized-transport/detail/item88238/Prangl-on-landslide-clear-up,5448,09/03/2013 12:00:00 AM,,Brennerstraße,"Lifting and transportation company Prangl has used a Terex AC 200-1 all terrain crane to help restore a motorway after it was buried by a landslide in Austria. Hundreds of cubic metres of earth and wood were reported to have covered the B 182 Brennerstra§e, one of the main roads between Innsbruck and Italy. The landslide was triggered following heavy rain in Tyrol, Sch_nberg. To help with the clearing up project, Prangl used the AC 200-1 to lift building materials, including steel props and rockfall barriers, onto the top of the hillside so it could be secured, a company spokesperson said. Oliver Thum, a member of Prangl's technical field staff team, said, ÒWe chose the AC 200-1 for this project because its various configurations make it an extremely versatile all terrain crane. It is also ideal for work that is carried out in these lifting capacity classes.Ó Thum was responsible for, among other things, inspecting the jobsite in advance and choosing the right crane for the job. The al",Brennerstraße,50km,landslide,downpour,medium,unknown,,,,,,glc,5448,Austria,AT,Tyrol,0,Gries am Brenner,2.79402,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,11.4988,47.0272
Move Channel,http://www.themovechannel.com/magazine/stories/landslides-in-calabria-and-sicily,1503,02/14/2010 12:00:00 AM,,"Catanzaro, Calabria",Mudflows have cut off roads around the town of Catanzaro and it is estimated that there have been 200 landslides in Calabria since Sunday. The environmental protection organisation Legambiente says that the whole region is at risk and blames deforestation and poor urban planning.,"Catanzaro, Calabria",25km,mudslide,downpour,medium,unknown,0,,,,,glc,1503,Italy,IT,Calabria,4846,Botricello,2.44193,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,16.56566431,38.89801323
www.upi.com,http://www.upi.com/Top_News/World-News/2013/10/22/Heavy-rain-swamps-Tuscany-and-Liguria-one-dead/UPI-56651382453206/?spt=rln&or=1,5613,10/22/2013 12:00:00 AM,,Tuscany,"Heavy rain in parts of northern and central Italy triggered landslides and power outages and were blamed for at least one death, officials said Tuesday. Officials said a man died Monday near Siena when the truck he was driving ran off a bridge into a canal, ANSA reported. In a heroic rescue, fire fighters saved a woman in the Siena who clung to a tree for five hours. She was trying to lead her horses to safety when she was carried off by strong river currents, officials said. Rivers splashed over their banks, forcing the evacuation of about 100 families while landslides buried roads, isolating mountain villages, ANSA said. The Italian community of Fiumetto received more than 5 inches of rain in 14 hours, officials said. A state of emergency in Tuscany was declared Tuesday as officials began assessing the damage. Energy company ENEL said it recorded 15,925 lightning strikes during a 24-hour period.",Tuscany,unknown,landslide,downpour,very_large,unknown,0,,,,,glc,5613,Italy,IT,Tuscany,42867,Siena,4.02475,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,11.3032,43.3491
LiveLeak,https://www.youtube.com/watch?v=XCyth3DMPGI,6658,11/16/2014 12:00:00 AM,,"Rabenstein, South Tirol","The reported volume of this latest landslide is 20,000 cubic metres.","Rabenstein, South Tirol",exact,rock_fall,unknown,medium,natural_slope,0,0,,http://blogs.agu.org/landslideblog/files/2014/11/14_11-Rabenstein-1-e1416296643635.jpg,,glc,6658,Italy,IT,Trentino-Alto Adige,322,Moso in Passiria,3.74933,01/12/2015 09:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,11.1463,46.8621
UPI,http://www.upi.com/Top_News/World-News/2014/01/31/Mudslide-engulfs-houses-in-suburb-not-far-from-Vatican-City/UPI-63701391191015/#http://www.upi.com/Top_News/World-News/2014/01/31/Mudslide-engulfs-houses-in-suburb-not-far-from-Vatican-City/UPI-63,5830,01/31/2014 12:00:00 AM,,"Via dei Savorelli, 48-54 00165 Roma","ROME, Jan. 31 (UPI) -- A landslide Friday sent mud into the streets of a Rome suburb, engulfing houses inhabited by poor people and immigrants not far from the Vatican, police said.  ","Via dei Savorelli, 48-54 00165 Roma",1km,landslide,downpour,large,unknown,0,0,,,,test,5830,Italy,IT,Latium,829,Vatican City,1.47784,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,12.4374,41.8964
www.gazzettadelsud.it,http://www.gazzettadelsud.it/news/english/74056/Christmas-storms-cause-turmoil--skier-killed.html,5727,12/26/2013 06:00:00 AM,,"Premana, Near Lecco","The bad weather that is sweeping the Lombardy has also resulted in two landslides in Valsassina, where were evacuated as a precaution some families","Premana, Near Lecco",5km,mudslide,downpour,medium,unknown,0,,,,,glc,5727,Italy,IT,Lombardy,2288,Premana,0.22874,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,9.4192,46.0539
www.upi.com,http://www.upi.com/Top_News/World-News/2013/08/22/44-magnitude-earthquake-causes-landslide-in-Italy-man-missing/UPI-42201377176713/?spt=hs&or=tn,5383,08/22/2013 08:44:00 AM,,Ancona,"Rescue officials said they are searching for a man who disappeared from Ancona, Italy, where an earthquake caused a landslide Thursday. Firefighters and harbor control were combing the beach area looking for the man. The area remained closed to tourists due to risk of landslides, ANSA reported. Earth and rocks tumbled when the 4.4-magnitude earthquake hit Ancona Thursday. No serious damage had been reported from the quake, firefighters said, and no injuries were reported. The missing man may have distanced himself from the scene on his own, officials told ANSA. The quake had the same epicenter as a 4.9-magnitude quake that rattled the area a month ago.",Ancona,25km,landslide,earthquake,medium,unknown,,,,,,glc,5383,Italy,IT,The Marches,6385,Le Grazie di Ancona,2.84912,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,13.5114,43.6263
tv.repubblica,http://tv.repubblica.it/edizione/milano/il-maltempo-flagella-il-nord/55703?video,2674,10/31/2010 11:00:00 PM,,Vara valley,"Google translate:  Critical conditions in the Val di Vara and Val di Magra, where evacuations are under way of some houses threatened by landslide ----- Original:  Critiche le condizioni nella Val di Vara e nella Val di Magra dove sono in corso evacuazioni di alcune abitazioni minacciate dalle frane",Vara valley,5km,landslide,downpour,medium,unknown,0,,,,,glc,2674,Italy,IT,Liguria,1392,Vezzano Ligure,0.89744,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,9.8792,44.1473
The Local It,https://www.thelocal.it/20170223/landslide-tears-italian-village-apart-abruzzo-unstoppable,11193,02/12/2017 08:45:00 PM,,Slow-moving Landslide Tears Apart Ponzano,"More than a hundred people have been evacuated due to a huge landslide which is tearing apart a village in Abruzzo, central Italy. The hill is slowly being sliced in half, and Ponzano, home to around 200 people in total, is at risk. ""Experts from the National Research Council and Civil Protection Agency have told us that this is a paleo landslide, caused by the combined effect of various earthquakes in the area and heavy snowfall,"" the town hall representative said. ""Accumulations of two metres of snow melted very quickly because of high temperatures, which led to masses of water in the soil.""","Ponzano, Province of Teramo, Abruzzo, Italy",1km,landslide,snowfall_snowmelt,large,deforested_slope,0,0,,https://www.thelocal.it/userdata/images/article/55c0116cd387759f8a620f94a509366807e2c10fba8500184c0f07ba3e978698.jpg,,,,,,,,,,10/05/2017 07:45:00 PM,12/20/2017 04:45:00 PM,02/15/2018 03:51:00 PM,13.705423,42.779003
BBC News,http://www.bbc.com/news/world-europe-38674788,11191,01/18/2017 07:05:00 PM,,Rigopiano Hotel Deadly Avalanche in Abruzzo Region,"Twenty-two guests and seven staff members were registered as being at the hotel, among them children, but rescuers say the actual number could be 35. The avalanche, caused by earthquakes, struck some time between 16:30 (15:30 GMT) and 17:40 on Wednesday, when the first known appeal for help was made. It partially brought down the roof and, according to some reports, shifted the building 10m (11 yards) off its foundations.","Hotel Rigopiano, Farindola, Province of Pescara, Italy",exact,snow_avalanche,earthquake,large,natural_slope,35,,,https://ichef-1.bbci.co.uk/news/624/cpsprodpb/1712B/production/_93670549_037369135-1.jpg,,,,,,,,,,11/03/2017 06:05:00 PM,12/20/2017 04:45:00 PM,02/15/2018 03:51:00 PM,13.77837342,42.42959301
Yahoo! News,https://uk.news.yahoo.com/landslide-imperils-buildings-cental-italian-155802175.html,11192,02/16/2017 07:25:00 PM,,Castelnuovo di Campli Landslide Evacuates Homes,"Several homes were evacuated in the central Italian village of Castelnuovo di Campli on February 16 after a chunk of land immediately behind them collapsed down a hillside. Local reports said 15 families had to seek alternative accommodation because of the landslide, which was reported on the evening of February 16.","Campli, Teramo, Italy",1km,landslide,,,below_road,0,0,,http://www.ilcentro.it/image/policy:1.47624:1490955999/01-A-WEB.jpg?f=2x1&$p$f=ffc5490&w=750&$w=a1569b8,,,,,,,,,,10/19/2017 06:25:00 PM,12/20/2017 04:45:00 PM,02/15/2018 03:51:00 PM,13.6883749,42.7272715
